Id,SalePrice
2200,130506.13
2201,134204.62
2202,200799.08
2203,144413.97
2204,185078.22
2205,107002.555
2206,137930.84
2207,220881.44
2208,237817.7
2209,184987.9
2210,129668.35
2211,112753.18
2212,108718.37
2213,105437.4
2214,130731.586
2215,104970.06
2216,143607.88
2217,86022.9
2218,76761.75
2219,70525.13
2220,78481.66
2221,331252.53
2222,242803.33
2223,282049.1
2224,222318.97
2225,122637.55
2226,170185.45
2227,196574.1
2228,285231.9
2229,244495.19
2230,157113.2
2231,210764.66
2232,172768.31
2233,167071.03
2234,261662.78
2235,209581.34
2236,295078.28
2237,351757.66
2238,203559.31
2239,111519.19
2240,162692.53
2241,164752.45
2242,131161.69
2243,125435.4
2244,103523.69
2245,100208.6
2246,152038.83
2247,107508.72
2248,126422.5
2249,128834.99
2250,136043.6
2251,110135.45
2252,171103.77
2253,156269.5
2254,176254.84
2255,192111.48
2256,180050.11
2257,190432.88
2258,172728.52
2259,176182.53
2260,161121.88
2261,191043.6
2262,204084.31
2263,335937.2
2264,425133.44
2265,176489.1
2266,301506.6
2267,380420.06
2268,386214.7
2269,151285.03
2270,181764.5
2271,238211.0
2272,197713.7
2273,163525.14
2274,176333.3
2275,168353.78
2276,176906.8
2277,185698.9
2278,147463.27
2279,130018.85
2280,129244.54
2281,169158.22
2282,180630.72
2283,96857.25
2284,109831.57
2285,153372.23
2286,128741.88
2287,352734.12
2288,269734.03
2289,394845.6
2290,471604.34
2291,308078.4
2292,427171.1
2293,506807.12
2294,397747.9
2295,467991.3
2296,291230.7
2297,317396.06
2298,318996.25
2299,428646.7
2300,326806.4
2301,278512.6
2302,235821.97
2303,231663.66
2304,226652.56
2305,178873.22
2306,176187.06
2307,186203.69
2308,218201.77
2309,294456.0
2310,217049.16
2311,192928.5
2312,171352.39
2313,174820.47
2314,168791.98
2315,172620.1
2316,188304.86
2317,185734.83
2318,175925.19
2319,175898.62
2320,202757.55
2321,258769.69
2322,172377.86
2323,184488.39
2324,173844.6
2325,211099.89
2326,167437.4
2327,220231.94
2328,230055.72
2329,183927.22
2330,175707.9
2331,358185.9
2332,431700.0
2333,311665.97
2334,255468.83
2335,251790.45
2336,318138.8
2337,204034.36
2338,289508.56
2339,202783.58
2340,386488.2
2341,208788.22
2342,236133.84
2343,226033.39
2344,220668.03
2345,226327.72
2346,219589.58
2347,205733.34
2348,238838.75
2349,161406.98
2350,276949.25
2351,247506.81
2352,239152.3
2353,227072.58
2354,135097.16
2355,160316.31
2356,153062.31
2357,194100.06
2358,193044.98
2359,124054.445
2360,120512.3
2361,146454.81
2362,280920.94
2363,137374.45
2364,154122.45
2365,240716.08
2366,183802.34
2367,199515.98
2368,218601.39
2369,206293.47
2370,171751.36
2371,173701.06
2372,187441.67
2373,269606.9
2374,291297.72
2375,251838.67
2376,279881.97
2377,332473.62
2378,142376.6
2379,190207.28
2380,138507.06
2381,156834.97
2382,193895.94
2383,209080.23
2384,250042.95
2385,163317.45
2386,133673.34
2387,136123.06
2388,94000.91
2389,125507.664
2390,136956.19
2391,142759.5
2392,118257.94
2393,170099.78
2394,148347.44
2395,207134.55
2396,141829.02
2397,232076.84
2398,126670.984
2399,52415.066
2400,54896.176
2401,116639.87
2402,140402.34
2403,125846.29
2404,144020.5
2405,157458.53
2406,141149.19
2407,134418.73
2408,139250.31
2409,127306.74
2410,179112.53
2411,122684.51
2412,162229.27
2413,135373.78
2414,141774.64
2415,125143.19
2416,130694.69
2417,137809.6
2418,129344.8
2419,123395.99
2420,125181.81
2421,150837.97
2422,122688.0
2423,122802.98
2424,154862.7
2425,198524.14
2426,126854.805
2427,138112.25
2428,174016.86
2429,120749.72
2430,129171.24
2431,110418.34
2432,141337.75
2433,143227.7
2434,139245.5
2435,140706.52
2436,104489.31
2437,117355.79
2438,126198.76
2439,101684.02
2440,122454.19
2441,102219.484
2442,103714.73
2443,122410.1
2444,129130.62
2445,79610.48
2446,129662.805
2447,200284.06
2448,142886.05
2449,113250.04
2450,148657.62
2451,134518.75
2452,191870.22
2453,92299.92
2454,128688.54
2455,104833.09
2456,131988.95
2457,121976.52
2458,110902.19
2459,108892.12
2460,142322.33
2461,116927.695
2462,136502.86
2463,118846.39
2464,177337.61
2465,132146.45
2466,110519.66
2467,152801.19
2468,76602.7
2469,70286.59
2470,164976.48
2471,208089.52
2472,171604.75
2473,115955.164
2474,93360.19
2475,220585.81
2476,117188.97
2477,129897.195
2478,154207.55
2479,106498.09
2480,143108.17
2481,122692.375
2482,125883.13
2483,118044.27
2484,123655.0
2485,128303.99
2486,152740.89
2487,178737.48
2488,163372.61
2489,146476.4
2490,155930.44
2491,91017.44
2492,181038.12
2493,148937.25
2494,166603.11
2495,84372.234
2496,225386.44
2497,155536.2
2498,114048.68
2499,92986.31
2500,126774.21
2501,138492.6
2502,152024.19
2503,94491.695
2504,185860.61
2505,225646.27
2506,255065.69
2507,317768.75
2508,253037.75
2509,219906.92
2510,227833.17
2511,180904.48
2512,217609.1
2513,216000.39
2514,273234.97
2515,156625.12
2516,162067.12
2517,142578.86
2518,147715.16
2519,224747.56
2520,207507.1
2521,182480.4
2522,220347.1
2523,127295.7
2524,139564.14
2525,144609.95
2526,140263.08
2527,109639.836
2528,123305.31
2529,137271.31
2530,121404.16
2531,215356.39
2532,221005.56
2533,197836.42
2534,242801.83
2535,322288.16
2536,236994.38
2537,224660.42
2538,179365.0
2539,185343.0
2540,171846.0
2541,179764.42
2542,161640.61
2543,133880.94
2544,127394.04
2545,137106.27
2546,136858.16
2547,140625.77
2548,154343.89
2549,166673.78
2550,304308.75
2551,143100.7
2552,128447.65
2553,75971.125
2554,115399.0
2555,121243.35
2556,95055.9
2557,114254.19
2558,181291.73
2559,128691.25
2560,129750.39
2561,136697.38
2562,129324.305
2563,145140.36
2564,169955.92
2565,124466.625
2566,154626.14
2567,117104.98
2568,204083.02
2569,193379.69
2570,131688.31
2571,159322.48
2572,193370.62
2573,238000.55
2574,291814.7
2575,127571.89
2576,121162.99
2577,155822.2
2578,90062.67
2579,79752.984
2580,127069.21
2581,124899.26
2582,109844.33
2583,281157.34
2584,168806.86
2585,182554.36
2586,202163.47
2587,195713.28
2588,155831.1
2589,144029.8
2590,235502.7
2591,216129.06
2592,217550.47
2593,264470.06
2594,179432.5
2595,200568.08
2596,331147.1
2597,176704.16
2598,275931.9
2599,329016.22
2600,159971.81
2601,138594.31
2602,83661.8
2603,102308.91
2604,88339.38
2605,74277.54
2606,144458.38
2607,179955.67
2608,221257.05
2609,174643.83
2610,111581.43
2611,144044.11
2612,151677.61
2613,135322.77
2614,128684.2
2615,151728.36
2616,144501.84
2617,176070.2
2618,188543.84
2619,203982.1
2620,186863.56
2621,178180.05
2622,186571.75
2623,221511.27
2624,293191.94
2625,317809.78
2626,171812.86
2627,178194.9
2628,445922.84
2629,548113.06
2630,368838.75
2631,455808.7
2632,440096.28
2633,313197.0
2634,388678.03
2635,148940.83
2636,175158.9
2637,175627.7
2638,251420.6
2639,186907.36
2640,149173.9
2641,105971.99
2642,194756.69
2643,112030.625
2644,124574.13
2645,102235.625
2646,96116.516
2647,98294.97
2648,142318.06
2649,144158.44
2650,147993.02
2651,147074.64
2652,446533.6
2653,240723.39
2654,252525.2
2655,353165.75
2656,286434.6
2657,354278.22
2658,287056.6
2659,315450.38
2660,332688.47
2661,332703.9
2662,306144.75
2663,276388.4
2664,280776.06
2665,335189.06
2666,288556.0
2667,169568.38
2668,176577.31
2669,174288.77
2670,278150.78
2671,178114.05
2672,180691.47
2673,203292.72
2674,202897.1
2675,177414.47
2676,183174.17
2677,200514.72
2678,252983.94
2679,281347.8
2680,273909.84
2681,417308.4
2682,335848.8
2683,513426.03
2684,316645.34
2685,371886.84
2686,259850.58
2687,345386.53
2688,220481.2
2689,217735.0
2690,460219.4
2691,195415.2
2692,136989.22
2693,192328.98
2694,137804.9
2695,187204.78
2696,180957.33
2697,189292.19
2698,199432.64
2699,178734.47
2700,162915.14
2701,150410.34
2702,114795.195
2703,139805.44
2704,141597.11
2705,127462.66
2706,122063.06
2707,125812.87
2708,145669.94
2709,117960.54
2710,128944.46
2711,274864.28
2712,393901.2
2713,175761.05
2714,151834.33
2715,172709.84
2716,159336.17
2717,177379.89
2718,226473.84
2719,160008.97
2720,161724.33
2721,139274.45
2722,155887.17
2723,145192.58
2724,132588.39
2725,136327.98
2726,142035.67
2727,182336.86
2728,172551.75
2729,151671.64
2730,143697.88
2731,125677.945
2732,121662.71
2733,157991.31
2734,137564.56
2735,137311.27
2736,141544.14
2737,125919.055
2738,129482.484
2739,155906.11
2740,139070.19
2741,143699.14
2742,154897.38
2743,148991.9
2744,150697.19
2745,139666.55
2746,142627.28
2747,164977.6
2748,120578.85
2749,130710.06
2750,144023.39
2751,142867.84
2752,206191.62
2753,156594.56
2754,213061.83
2755,131842.17
2756,100582.36
2757,81790.02
2758,91336.305
2759,167517.8
2760,138793.28
2761,140443.97
2762,144833.89
2763,199299.25
2764,163585.53
2765,276477.8
2766,152534.9
2767,84711.14
2768,122421.89
2769,129916.555
2770,151829.66
2771,120306.88
2772,125224.734
2773,145773.6
2774,139208.88
2775,133564.62
2776,141764.17
2777,145990.53
2778,121015.64
2779,121445.36
2780,97900.34
2781,100729.72
2782,89647.016
2783,111343.64
2784,125328.875
2785,135737.31
2786,83599.83
2787,117444.1
2788,79553.21
2789,209497.52
2790,89603.66
2791,116805.875
2792,55465.97
2793,179781.2
2794,103024.13
2795,121249.4
2796,111084.914
2797,201817.22
2798,123343.0
2799,114862.89
2800,63647.48
2801,110100.78
2802,141358.9
2803,151661.61
2804,148349.98
2805,98859.53
2806,78037.02
2807,152657.19
2808,151474.19
2809,132736.94
2810,137745.16
2811,158218.81
2812,142526.31
2813,149167.34
2814,153106.53
2815,105855.234
2816,272651.94
2817,153554.81
2818,130372.46
2819,172855.89
2820,133251.23
2821,102117.76
2822,195883.47
2823,260861.16
2824,183554.45
2825,157056.69
2826,129695.73
2827,141789.23
2828,216175.2
2829,174764.9
2830,225493.55
2831,185321.52
2832,242591.05
2833,313545.56
2834,214050.28
2835,220266.17
2836,186344.22
2837,156321.98
2838,145201.9
2839,177326.56
2840,201091.75
2841,205183.75
2842,219465.1
2843,150314.62
2844,152492.95
2845,123964.43
2846,208186.5
2847,197146.05
2848,213344.34
2849,206969.78
2850,275271.2
2851,243204.73
2852,229183.64
2853,238103.92
2854,141948.02
2855,199083.97
2856,208321.14
2857,184313.52
2858,200240.73
2859,126463.266
2860,126192.54
2861,135589.39
2862,198361.2
2863,121469.4
2864,259053.22
2865,140955.6
2866,135376.03
2867,102394.664
2868,103976.67
2869,117980.02
2870,145134.5
2871,103427.05
2872,54391.312
2873,103656.44
2874,146524.33
2875,113508.164
2876,153632.23
2877,147352.42
2878,160414.66
2879,140545.11
2880,93163.47
2881,142857.08
2882,166373.34
2883,172332.98
2884,200262.89
2885,205328.47
2886,199205.33
2887,101302.85
2888,133794.16
2889,54794.504
2890,85966.48
2891,133806.03
2892,62833.902
2893,93241.63
2894,48417.816
2895,347501.4
2896,279201.6
2897,217111.45
2898,152728.89
2899,218618.61
2900,163486.22
2901,205645.62
2902,175893.05
2903,373109.3
2904,362234.3
2905,109552.21
2906,196786.17
2907,113617.97
2908,134004.58
2909,137101.47
2910,80865.836
2911,83643.16
2912,145951.86
2913,87357.44
2914,75610.11
2915,82437.59
2916,82009.664
2917,171200.33
2918,115924.12
2919,217599.17
